Board,School,Level,GradeRange,Role,FirstName,LastName,Email,EmailSource,SchoolPhone,SchoolGeneralEmail,SchoolWebsite,Address,Notes,IsChristian
Edvance (OACS),TDChristian High School,High School,9-12,Vice Principal,,,,,905-851-1772,info@tdchristian.ca,https://www.tdchristian.ca,"377 Woodbridge Ave. Woodbridge, ON L4L 2V7 CA",Edvance member,true
Edvance (OACS),Thrive Academy,Elementary/Middle,Elementary,Principal,,,,,519-615-3438,connect@thriveacademylondon.ca,https://www.thrivehybridacademy.com/,"890 Sarnia Road London, ON N6H 5K1 CA",Edvance member,true
Edvance (OACS),Thrive Academy,Elementary/Middle,Elementary,Vice Principal,,,,,519-615-3438,connect@thriveacademylondon.ca,https://www.thrivehybridacademy.com/,"890 Sarnia Road London, ON N6H 5K1 CA",Edvance member,true
Edvance (OACS),Thunder Bay Christian School,K-12,K-12,Principal,,,,,807-939-1209,office@tbcs.school,https://tbcs.school/,"37 Cooper Road Rosslyn, ON P7K 0E2 CA",Edvance member,true
Edvance (OACS),Thunder Bay Christian School,K-12,K-12,Athletic Director,,,,,807-939-1209,office@tbcs.school,https://tbcs.school/,"37 Cooper Road Rosslyn, ON P7K 0E2 CA",Edvance member,true
Edvance (OACS),Thunder Bay Christian School,K-12,K-12,Vice Principal,,,,,807-939-1209,office@tbcs.school,https://tbcs.school/,"37 Cooper Road Rosslyn, ON P7K 0E2 CA",Edvance member,true
Edvance (OACS),Timothy Christian School,Elementary/Middle,Elementary,Principal,,,,,519-371-9151,office@tcsowensound.com,https://www.tcsowensound.com,"1735 Fourth Ave. W. Owen Sound, ON N4K 4X7 CA",Edvance member,true
Edvance (OACS),Timothy Christian School,Elementary/Middle,Elementary,Principal,,,,,705-726-6621,tcsgen@timothychristianschool.ca,https://www.timothychristianschool.ca,"750 Essa Road Barrie, ON L4N 9E9 CA",Edvance member,true
Edvance (OACS),Timothy Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-371-9151,office@tcsowensound.com,https://www.tcsowensound.com,"1735 Fourth Ave. W. Owen Sound, ON N4K 4X7 CA",Edvance member,true
Edvance (OACS),Timothy Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,705-726-6621,tcsgen@timothychristianschool.ca,https://www.timothychristianschool.ca,"750 Essa Road Barrie, ON L4N 9E9 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Etobicoke,Elementary/Middle,Elementary,Principal,,,,,416-741-5770,office@timothycs.com,https://www.timothycs.com,"28 Elmhurst Dr. Etobicoke, ON M9W 2J5 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Etobicoke,Elementary/Middle,Elementary,Vice Principal,,,,,416-741-5770,office@timothycs.com,https://www.timothycs.com,"28 Elmhurst Dr. Etobicoke, ON M9W 2J5 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Hamilton,Elementary/Middle,Elementary,Principal,,,,,905-385-3953,office@timothyschool.org,https://timothyschool.org,"430 East 25th Street Hamilton, ON L8V 3B4 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Hamilton,Elementary/Middle,Elementary,Vice Principal,,,,,905-385-3953,office@timothyschool.org,https://timothyschool.org,"430 East 25th Street Hamilton, ON L8V 3B4 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Williamsburg,Elementary/Middle,Elementary,Principal,,,,,613-535-2687,office@tcswilliamsburg.ca,https://www.tcswilliamsburg.ca,"Box 179, 12600 County Rd. 18 Williamsburg, ON K0C 2H0 CA",Edvance member,true
Edvance (OACS),Timothy Christian School - Williamsburg,Elementary/Middle,Elementary,Vice Principal,,,,,613-535-2687,office@tcswilliamsburg.ca,https://www.tcswilliamsburg.ca,"Box 179, 12600 County Rd. 18 Williamsburg, ON K0C 2H0 CA",Edvance member,true
Edvance (OACS),Trenton Christian School,Elementary/Middle,Elementary,Principal,,,,,613-392-3600,office@trentonchristianschool.com,https://www.qrcs.ca/trenton-christian-school/,"340 Second Dug Hill Rd, RR#4 Trenton, ON K8V 5P7 CA",Edvance member,true
Edvance (OACS),Trenton Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,613-392-3600,office@trentonchristianschool.com,https://www.qrcs.ca/trenton-christian-school/,"340 Second Dug Hill Rd, RR#4 Trenton, ON K8V 5P7 CA",Edvance member,true
Edvance (OACS),Trinity Christian School,Elementary/Middle,Elementary,Principal,,,,,905-634-3052,trinity@tcsonline.ca,https://www.trinitycs.ca,"2170 Itabashi Way Burlington, ON L7M 5B3 CA",Edvance member,true
Edvance (OACS),Trinity Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,905-634-3052,trinity@tcsonline.ca,https://www.trinitycs.ca,"2170 Itabashi Way Burlington, ON L7M 5B3 CA",Edvance member,true
Edvance (OACS),UMEI Christian High School,High School,9-12,Principal,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, RR #5 Leamington, ON N8H 3V8 CA",Edvance member,true
Edvance (OACS),UMEI Christian High School,High School,9-12,Athletic Director,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, RR #5 Leamington, ON N8H 3V8 CA",Edvance member,true
Edvance (OACS),UMEI Christian High School,High School,9-12,Vice Principal,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, RR #5 Leamington, ON N8H 3V8 CA",Edvance member,true
Edvance (OACS),Unity Christian High School,High School,9-12,Principal,,,,,705-792-6915,info@unitychristianhigh.ca,https://www.unitychristianhigh.ca,"25 Burton Ave Barrie, ON L4N 2R3 CA",Edvance member,true
Edvance (OACS),Unity Christian High School,High School,9-12,Athletic Director,,,,,705-792-6915,info@unitychristianhigh.ca,https://www.unitychristianhigh.ca,"25 Burton Ave Barrie, ON L4N 2R3 CA",Edvance member,true
Edvance (OACS),Unity Christian High School,High School,9-12,Vice Principal,,,,,705-792-6915,info@unitychristianhigh.ca,https://www.unitychristianhigh.ca,"25 Burton Ave Barrie, ON L4N 2R3 CA",Edvance member,true
Edvance (OACS),Wallaceburg Christian School,Elementary/Middle,Elementary,Principal,,,,,519-627-6013,admin@wallaceburgchristianschool.com,https://www.wallaceburgchristianschool.com,"693 Albert St. Wallaceburg, ON N8A 1Y8 CA",Edvance member,true
Edvance (OACS),Wallaceburg Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-627-6013,admin@wallaceburgchristianschool.com,https://www.wallaceburgchristianschool.com,"693 Albert St. Wallaceburg, ON N8A 1Y8 CA",Edvance member,true
Edvance (OACS),Wesley Christian Academy,Elementary/Middle,Elementary,Principal,,,,,905-201-8461,info@wesleyca.com,https://www.wesleyca.com,"22 Heritage Road Markham, ON L3P 1M4 CA",Edvance member,true
Edvance (OACS),Wesley Christian Academy,Elementary/Middle,Elementary,Vice Principal,,,,,905-201-8461,info@wesleyca.com,https://www.wesleyca.com,"22 Heritage Road Markham, ON L3P 1M4 CA",Edvance member,true
Edvance (OACS),Willowdale Christian School,Elementary/Middle,Elementary,Principal,,,,,416-222-1711,office@willowdalechristianschool.org,https://www.willowdalechristianschool.org,"60 Hilda Ave. North York, ON M2M 1V5 CA",Edvance member,true
Edvance (OACS),Willowdale Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,416-222-1711,office@willowdalechristianschool.org,https://www.willowdalechristianschool.org,"60 Hilda Ave. North York, ON M2M 1V5 CA",Edvance member,true
Edvance (OACS),WONDERfield: for Charlotte Mason Education,Elementary/Middle,Elementary,Principal,,,,,519-990-4459,jengagnon3@gmail.com,,"111 Queen Street Kingsville, ON N9Y 2A1 CA",Edvance member,true
Edvance (OACS),WONDERfield: for Charlotte Mason Education,Elementary/Middle,Elementary,Vice Principal,,,,,519-990-4459,jengagnon3@gmail.com,,"111 Queen Street Kingsville, ON N9Y 2A1 CA",Edvance member,true
Edvance (OACS),Woodland Christian High School,High School,9-12,Principal,,,,,519-648-2114,office@woodland.on.ca,https://www.woodland.on.ca,"1058 Spitzig Rd. Breslau, ON N0B 1M0 CA",Edvance member,true
Edvance (OACS),Woodland Christian High School,High School,9-12,Athletic Director,,,,,519-648-2114,office@woodland.on.ca,https://www.woodland.on.ca,"1058 Spitzig Rd. Breslau, ON N0B 1M0 CA",Edvance member,true
Edvance (OACS),Woodland Christian High School,High School,9-12,Vice Principal,,,,,519-648-2114,office@woodland.on.ca,https://www.woodland.on.ca,"1058 Spitzig Rd. Breslau, ON N0B 1M0 CA",Edvance member,true
Edvance (OACS),Woodstock Christian School,Elementary/Middle,Elementary,Principal,,,,,519-539-1492,office@woodstockchristian.ca,https://www.woodstockchristian.ca,"800 Juliana Drive P.O. Box 1597 Woodstock, ON N4S 0A8 CA",Edvance member,true
Edvance (OACS),Woodstock Christian School,Elementary/Middle,Elementary,Vice Principal,,,,,519-539-1492,office@woodstockchristian.ca,https://www.woodstockchristian.ca,"800 Juliana Drive P.O. Box 1597 Woodstock, ON N4S 0A8 CA",Edvance member,true
Mennonite,Rockway Mennonite Collegiate,High School,7-12,Principal,,,,,519-743-5209,office@rockway.ca,https://rockway.ca/,"110 Doon Rd, Kitchener, ON N2G 3C8",Mennonite school,true
Mennonite,Rockway Mennonite Collegiate,High School,7-12,Athletic Director,,,,,519-743-5209,office@rockway.ca,https://rockway.ca/,"110 Doon Rd, Kitchener, ON N2G 3C8",Mennonite school,true
Mennonite,Rockway Mennonite Collegiate,High School,7-12,Vice Principal,,,,,519-743-5209,office@rockway.ca,https://rockway.ca/,"110 Doon Rd, Kitchener, ON N2G 3C8",Mennonite school,true
Mennonite,UMEI Christian High School,High School,9-12,Principal,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, Leamington, ON N8H 3V8",Mennonite school,true
Mennonite,UMEI Christian High School,High School,9-12,Athletic Director,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, Leamington, ON N8H 3V8",Mennonite school,true
Mennonite,UMEI Christian High School,High School,9-12,Vice Principal,,,,,519-326-7448,office@umei.ca,https://umei.ca/,"614 Mersea Rd 6, Leamington, ON N8H 3V8",Mennonite school,true
